Record_number,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Ra_annual,Rh_annual,Rh_ratio,Mean.Temp.,ΔMean.Temp.,Stdev.Temp.30y,Mean.Precip.,ΔMean.Precip.,Stdev.Precip.30y,Latitude2,ΔMAT.Standardized,ΔMAP.Standardized,SOC_015,SOC_200
10026,2011.5,1,40.25,116.25,40.25 116.25,40.03,116.05,40.03 116.05,12,145,Temperate,Deciduous Forest,Deciduous,11.6,630,IRGA,Exclusion,mature,2691.9,818.7,1873.2,0.696,13.23333333,-0.15390625,0.440321363,56.54166667,8.8515625,8.821124542,40.03,-0.349531645,1.003450576,52470,8304
10027,2014,1,26.25,109.25,26.25 109.25,26.46,109.37,26.46 109.37,13,903,Subtropical,Others,,16.5,1250,IRGA,Exclusion,mature,364.1,81.1,292.7,0.804,15.85833333,0.120833333,0.379075238,104.325,-12.70234375,17.22980929,26.46,0.318758181,-0.737230664,55918.5,8358
10028,2013,1,29.25,115.25,29.25 115.25,29.17,115.42,29.17 115.42,14,622,Subtropical,Grassland,,16.7,1469,IRGA,Exclusion,mature,4370.9,1415.3,2955.6,0.676,17.33333333,0.157552083,0.41260714,172.9583333,30.72265625,25.70982663,29.17,0.381845266,1.194977185,18972,10094
10029,2013,1,29.25,115.25,29.25 115.25,29.17,115.42,29.17 115.42,14,622,Subtropical,Forest,,17.7,2469,IRGA,Exclusion,mature,3246.9,1151.7,2095.3,0.645,17.33333333,0.157552083,0.41260714,172.9583333,30.72265625,25.70982663,29.17,0.381845266,1.194977185,21777,10094
10030,2013,1,29.25,115.25,29.25 115.25,29.17,115.42,29.17 115.42,14,622,Subtropical,Others,,18.7,3469,IRGA,Exclusion,mature,2289.5,777,1512.5,0.661,17.33333333,0.157552083,0.41260714,172.9583333,30.72265625,25.70982663,29.17,0.381845266,1.194977185,55918.5,10094
10031,2012,4,32.25,118.25,32.25 118.25,32.11,118.42,32.11 118.42,15,7,Subtropical,Others,,15.5,1062,IRGA,Exclusion,mature,3593.8,1179.4,2414.4,0.672,15.48958333,0.05,0.533318067,78.35833333,-7.189322917,17.39838498,32.11,0.093752684,-0.413217832,55918.5,11552
10032,2012.5,1,35.25,112.25,35.25 112.25,35.01,112.28,35.01 112.28,16,367,Temperate,Others,,13,641.7,IRGA,Exclusion,mature,1616.4,417,1199.4,0.742,10.73333333,-0.2625,0.453345025,30.53333333,-19.92890625,11.87328392,35.01,-0.579029185,-1.678466242,55918.5,4377
10033,2014.5,1,30.75,110.25,30.75 110.25,30.59,110.47,30.59 110.47,17,962,Subtropical,Others,,16.9,1125,IRGA,Exclusion,mature,3441.2,1387.6,2053.6,0.597,11.325,0.00703125,0.653577443,108.875,5.4875,13.26438231,30.59,0.010758098,0.413701888,55918.5,11992
10034,2011.5,1.25,30.75,102.75,30.75 102.75,30.55,102.53,30.55 102.53,18,3091,Temperate,Others,,8.4,861.8,IRGA,Exclusion,mature,3302.4,624.4,2678,0.811,5.8,-2.259635417,0.414091756,55.51875,-16.0296875,7.423852416,30.55,-5.45684714,-2.159214193,55918.5,51080
10035,2011.5,1.25,30.75,102.75,30.75 102.75,30.55,102.53,30.55 102.53,18,4091,Temperate,Others,,8.4,861.8,IRGA,Exclusion,mature,3205.3,832.6,2372.8,0.74,5.8,-2.259635417,0.414091756,55.51875,-16.0296875,7.423852416,30.55,-5.45684714,-2.159214193,55918.5,51080
10036,2015.5,1,29.25,115.25,29.25 115.25,29.17,115.42,29.17 115.42,19,622,Subtropical,Others,,16.7,1469,IRGA,Exclusion,mature,5425.5,1956.5,3469,0.639,17.48333333,0.307552083,0.41260714,195.8166667,53.58098958,25.70982663,29.17,0.745387206,2.084066546,55918.5,10094
10037,2016.5,1,29.25,115.25,29.25 115.25,29.17,115.42,29.17 115.42,19,622,Subtropical,Others,,16.7,1469,IRGA,Exclusion,mature,3677.1,1419.4,2257.7,0.614,17.76666667,0.590885417,0.41260714,181.875,39.63932292,25.70982663,29.17,1.432077537,1.541796586,55918.5,10094
